sequence,camera,algo,t_err_rmse_f,t_err_median_f,r_err_rmse_f,r_err_median_f,t_err_rmse_s,t_err_median_s,r_err_rmse_s,r_err_median_s
rgbd_dataset_freiburg1_desk,fr1,vors-norm,0.010324673,0.0062168,0.7421872,0.006120285,0.05332126,0.03804509,2.1557157,0.047396693
rgbd_dataset_freiburg1_desk,fr1,ocv-rgbd-icp,0.01789254,0.016074311,0.82522887,0.017818803,0.45641026,0.43904614,1.9337091,0.3956567
rgbd_dataset_freiburg1_desk,fr1,fovis,0.008827818,0.0056303153,0.8270632,0.007248802,0.05224781,0.025718275,2.0003424,0.027176766
rgbd_dataset_freiburg1_desk,fr1,ocv-icp,0.01789254,0.016074311,0.82522887,0.017818803,0.45641026,0.43904614,1.9337091,0.3956567
rgbd_dataset_freiburg3_teddy,fr3,vors-robust,0.008133545,0.0031648797,0.5528478,0.004926142,0.050712995,0.012593464,2.518422,0.01767743
rgbd_dataset_freiburg3_teddy,fr3,still,0.010343169,0.009227662,0.55168283,0.015124431,0.2708281,0.25940546,2.3864982,0.40049627
rgbd_dataset_freiburg3_teddy,fr3,ocv-rgbd,0.0063129934,0.0036387753,0.66392326,0.0055640438,0.065037064,0.03276138,2.8118641,0.04820408
rgbd_dataset_freiburg3_teddy,fr3,fovis,0.008765012,0.0034387743,0.61066276,0.005341128,0.0829493,0.027367106,2.6487925,0.035861056
rgbd_dataset_freiburg3_teddy,fr3,ocv-rgbd-icp,0.010346049,0.009220291,0.55168283,0.015089856,0.27084956,0.25940037,2.3864977,0.40049627
rgbd_dataset_freiburg3_teddy,fr3,vors,0.012093547,0.0033139759,0.5528219,0.005061334,0.061760664,0.014596397,2.5155897,0.019741435
rgbd_dataset_freiburg3_teddy,fr3,vors-huber,0.012251943,0.0032602425,0.5528129,0.0049409172,0.07107483,0.013150233,2.51936,0.018344542
rgbd_dataset_freiburg3_teddy,fr3,ocv-icp,0.010346049,0.009220291,0.55168283,0.015089856,0.27084956,0.25940037,2.3864977,0.40049627
rgbd_dataset_freiburg3_teddy,fr3,vors-photo,0.020636968,0.0032987068,0.55283517,0.005117255,0.16505802,0.013315915,2.5187576,0.017442776
rgbd_dataset_freiburg3_teddy,fr3,vors-norm,0.010944724,0.003412478,0.5527913,0.0053683636,0.08400422,0.015597178,2.5143492,0.022759829
rgbd_dataset_freiburg3_teddy,fr3,dvo,0.00634692,0.0032291403,0.59703577,0.004988465,0.0584114,0.022557603,2.6285744,0.023830086
rgbd_dataset_freiburg3_walking_halfsphere,fr3,ocv-icp,0.009811158,0.008301335,0.3918535,0.012492883,0.25761497,0.25047505,2.0188053,0.25233278
rgbd_dataset_freiburg3_walking_halfsphere,fr3,still,0.0098082805,0.008319564,0.39185387,0.01263245,0.2576165,0.25047505,2.018771,0.2516549
rgbd_dataset_freiburg3_walking_halfsphere,fr3,ocv-rgbd-icp,0.009811158,0.008301335,0.3918535,0.012492883,0.25761497,0.25047505,2.0188053,0.25233278
rgbd_dataset_freiburg3_walking_halfsphere,fr3,vors-photo,0.033479553,0.0098128775,0.39358848,0.0054868795,0.3281587,0.10711986,2.112083,0.04614788
rgbd_dataset_freiburg3_walking_halfsphere,fr3,vors-robust,0.024481546,0.009445431,0.3935566,0.0051951846,0.2213361,0.042266715,2.1185932,0.021289358
rgbd_dataset_freiburg3_walking_halfsphere,fr3,vors,0.025600834,0.009740072,0.39361215,0.005315814,0.2965007,0.11527872,2.1036503,0.044614237
rgbd_dataset_freiburg3_walking_halfsphere,fr3,fovis,0.016943863,0.010475406,0.3924242,0.0060327603,0.23813787,0.10381154,2.1137488,0.06680278
rgbd_dataset_freiburg3_walking_halfsphere,fr3,dvo,0.02000076,0.0098389955,0.3935012,0.005300596,0.40598276,0.14458306,2.0937576,0.0557815
rgbd_dataset_freiburg3_walking_halfsphere,fr3,ocv-rgbd,0.022149825,0.011098697,0.39371884,0.0066403733,0.43146834,0.22168048,2.0987937,0.099507295
rgbd_dataset_freiburg3_walking_halfsphere,fr3,vors-huber,0.021807328,0.009227931,0.39356092,0.0050628427,0.20322976,0.04252007,2.119362,0.019915298
rgbd_dataset_freiburg3_walking_halfsphere,fr3,vors-norm,0.045383304,0.011172934,0.3938578,0.0058450415,0.35958055,0.13021955,2.1079001,0.058013402
rgbd_dataset_freiburg1_floor,fr1,vors-photo,0.045173384,0.0019089096,0.25717032,0.0030542572,0.19096348,0.009985899,1.2458354,0.012345173
rgbd_dataset_freiburg1_floor,fr1,still,0.021932492,0.008939805,0.25569648,0.008554318,0.28713897,0.26758847,1.1891614,0.2137647
rgbd_dataset_freiburg1_floor,fr1,vors-norm,0.05555736,0.002013516,0.25745174,0.0032072088,0.36516586,0.011611783,1.2339698,0.014390064
rgbd_dataset_freiburg1_floor,fr1,ocv-rgbd-icp,0.02183998,0.0089252265,0.25569546,0.008508597,0.2860754,0.26618382,1.178256,0.2137647
rgbd_dataset_freiburg1_floor,fr1,fovis,0.018444257,0.0022893106,0.40465295,0.003190228,0.051397886,0.013997051,1.9847369,0.01274505
rgbd_dataset_freiburg1_floor,fr1,vors-huber,0.026530556,0.0020042208,0.25651202,0.003144568,0.18575306,0.0121051,1.2357316,0.015795229
rgbd_dataset_freiburg1_floor,fr1,ocv-icp,0.02183998,0.0089252265,0.25569546,0.008508597,0.2860754,0.26618382,1.178256,0.2137647
rgbd_dataset_freiburg1_floor,fr1,vors-robust,0.026252002,0.0019300054,0.2565508,0.0031237071,0.20404436,0.012116182,1.23966,0.015565711
rgbd_dataset_freiburg1_floor,fr1,ocv-rgbd,0.01829411,0.0020858434,0.31368142,0.0029641066,0.05450713,0.010449839,1.607675,0.012598484
rgbd_dataset_freiburg1_floor,fr1,vors,0.02252505,0.0019770286,0.2564216,0.0030963619,0.11110038,0.010490359,1.2344621,0.013161254
rgbd_dataset_freiburg1_floor,fr1,dvo,0.0191392,0.0020212014,0.40466383,0.0028884304,0.04658573,0.013076838,1.9598863,0.01333779
rgbd_dataset_freiburg2_360_kidnap,fr2,still,0.011173713,0.010070633,0.47271606,0.009305605,0.31956995,0.30022836,1.343959,0.24188718
rgbd_dataset_freiburg2_360_kidnap,fr2,dvo,0.090567015,0.0065251966,0.50213075,0.0028221358,0.42008114,0.06485016,1.6256025,0.015164475
rgbd_dataset_freiburg2_360_kidnap,fr2,vors-norm,0.057734113,0.009140098,0.47277787,0.007488542,0.57215315,0.2579678,1.3404821,0.18729791
rgbd_dataset_freiburg2_360_kidnap,fr2,vors-photo,0.1373577,0.008761308,0.4737108,0.0073147393,0.86855286,0.24182919,1.3518986,0.169366
rgbd_dataset_freiburg2_360_kidnap,fr2,vors,0.048432287,0.008811996,0.47275063,0.0072044143,0.39409778,0.24619041,1.3385978,0.16913885
rgbd_dataset_freiburg2_360_kidnap,fr2,ocv-rgbd-icp,0.011173003,0.010006822,0.47276416,0.009231088,0.31921688,0.29945484,1.3446388,0.24142289
rgbd_dataset_freiburg2_360_kidnap,fr2,vors-huber,0.1394428,0.009128698,0.4740002,0.0071722227,0.9662336,0.25184867,1.3548054,0.18622507
rgbd_dataset_freiburg2_360_kidnap,fr2,ocv-icp,0.011173003,0.010006822,0.47276416,0.009231088,0.31921688,0.29945484,1.3446388,0.24142289
rgbd_dataset_freiburg2_360_kidnap,fr2,fovis,0.026410779,0.011847602,0.5015144,0.0034723487,0.17783664,0.074079916,1.6172246,0.016706508
rgbd_dataset_freiburg2_360_kidnap,fr2,vors-robust,0.07361924,0.008873539,0.4728669,0.006996437,0.47993478,0.2515872,1.3403414,0.18647672
rgbd_dataset_freiburg2_360_kidnap,fr2,ocv-rgbd,0.035242967,0.014877452,0.6022015,0.00626131,0.3433603,0.22005858,2.050554,0.08175416
rgbd_dataset_freiburg2_xyz,fr2,vors-huber,0.002165893,0.0015405384,0.40470517,0.0025526474,0.0049256063,0.004078242,1.0744016,0.004336604
rgbd_dataset_freiburg2_xyz,fr2,fovis,0.0023508123,0.0018204498,0.4307133,0.0026875956,0.004361396,0.0034328767,1.0946152,0.0043670353
rgbd_dataset_freiburg2_xyz,fr2,ocv-rgbd-icp,0.0023178982,0.0019468584,0.43074012,0.0030908461,0.063694015,0.05656191,1.0893537,0.027134165
rgbd_dataset_freiburg2_xyz,fr2,dvo,0.0018637229,0.0013628964,0.43078628,0.0023562564,0.012967457,0.010652164,1.0944493,0.007459635
rgbd_dataset_freiburg2_xyz,fr2,ocv-rgbd,0.0024194866,0.0019255304,0.43077177,0.0026156984,0.013118068,0.010332747,1.0937878,0.00861697
rgbd_dataset_freiburg2_xyz,fr2,still,0.0023181546,0.0019442049,0.4046729,0.0030673118,0.06375168,0.056568265,1.068948,0.026987284
rgbd_dataset_freiburg2_xyz,fr2,vors-photo,0.001925429,0.0013673586,0.40471798,0.0024895442,0.0045448947,0.0036990168,1.0743848,0.0042353966
rgbd_dataset_freiburg2_xyz,fr2,vors-norm,0.0018592076,0.001329472,0.40471905,0.0025271946,0.004554812,0.0037818437,1.0743539,0.004320864
rgbd_dataset_freiburg2_xyz,fr2,vors,0.0019635211,0.001395576,0.40472215,0.002506972,0.0045868326,0.0037520856,1.0743905,0.004309042
rgbd_dataset_freiburg2_xyz,fr2,ocv-icp,0.0023178982,0.0019468584,0.43074012,0.0030908461,0.063694015,0.05656191,1.0893537,0.027134165
rgbd_dataset_freiburg2_xyz,fr2,vors-robust,0.002134305,0.0015157466,0.40470576,0.002550106,0.004922058,0.004033154,1.0744008,0.0043555154
rgbd_dataset_freiburg1_teddy,fr1,dvo,0.015311928,0.00591542,0.99330765,0.0055036796,0.09432525,0.025468083,3.0332491,0.02518467
rgbd_dataset_freiburg1_teddy,fr1,ocv-rgbd-icp,0.014009058,0.011937235,0.97615427,0.022961263,0.3416472,0.2951903,2.7666054,0.4180083
rgbd_dataset_freiburg1_teddy,fr1,vors-norm,0.031718265,0.006735127,0.9933433,0.0064521907,0.17235523,0.037445504,2.8924494,0.03108797
rgbd_dataset_freiburg1_teddy,fr1,vors-photo,0.02130712,0.0062401686,0.9933398,0.0063528367,0.108235694,0.03566583,2.8987992,0.029327407
rgbd_dataset_freiburg1_teddy,fr1,vors,0.019617615,0.0062658605,0.99336046,0.0064206836,0.11369244,0.03863833,2.8987894,0.033849604
rgbd_dataset_freiburg1_teddy,fr1,vors-robust,0.018737456,0.0064142295,0.99335283,0.006263774,0.11274683,0.029121924,2.9007182,0.028059091
rgbd_dataset_freiburg1_teddy,fr1,fovis,0.016120248,0.006657353,1.0345777,0.0060373773,0.08831097,0.048160575,3.210447,0.038746633
rgbd_dataset_freiburg1_teddy,fr1,ocv-rgbd,0.012965919,0.005804181,0.99330795,0.0055581694,0.060938876,0.030115819,2.7785408,0.026243577
rgbd_dataset_freiburg1_teddy,fr1,vors-huber,0.019529708,0.006331317,0.99335796,0.006301051,0.10008064,0.030102462,2.8995562,0.028049462
rgbd_dataset_freiburg1_teddy,fr1,ocv-icp,0.014009058,0.011937235,0.97615427,0.022961263,0.3416472,0.2951903,2.7666054,0.4180083
rgbd_dataset_freiburg1_teddy,fr1,still,0.014014596,0.011965221,0.9906357,0.022913044,0.34180352,0.29461193,2.771696,0.4198159
rgbd_dataset_freiburg3_long_office_household,fr3,vors-photo,0.004925618,0.003167831,0.41777,0.0032081103,0.02229961,0.008441473,1.3968904,0.007307642
rgbd_dataset_freiburg3_long_office_household,fr3,ocv-icp,0.009677305,0.008693064,0.41708833,0.007662787,0.2610512,0.25929505,1.3548915,0.16721655
rgbd_dataset_freiburg3_long_office_household,fr3,dvo,0.004434696,0.0030966362,0.43634155,0.003087678,0.023021856,0.01790392,1.5542035,0.011633404
rgbd_dataset_freiburg3_long_office_household,fr3,fovis,0.005506706,0.0038937356,0.43630907,0.003420954,0.014700258,0.011217761,1.5598965,0.008672638
rgbd_dataset_freiburg3_long_office_household,fr3,vors-huber,0.005207565,0.0033946251,0.41773334,0.003141893,0.01527299,0.008091504,1.3966811,0.0066768364
rgbd_dataset_freiburg3_long_office_household,fr3,vors,0.004707576,0.0031884979,0.41775718,0.0031576692,0.014507361,0.00901924,1.3975542,0.0073914523
rgbd_dataset_freiburg3_long_office_household,fr3,vors-norm,0.005142847,0.0031931188,0.4176994,0.003225769,0.02162398,0.008833988,1.3975189,0.0075686295
rgbd_dataset_freiburg3_long_office_household,fr3,ocv-rgbd-icp,0.009677305,0.008693064,0.41708833,0.007662787,0.2610512,0.25929505,1.3548915,0.16721655
rgbd_dataset_freiburg3_long_office_household,fr3,ocv-rgbd,0.0048560402,0.0031948765,0.436288,0.003146526,0.02156622,0.015353843,1.2766502,0.011265463
rgbd_dataset_freiburg3_long_office_household,fr3,still,0.009675526,0.008693108,0.41711393,0.007647474,0.26103333,0.25954935,1.3549097,0.16721655
rgbd_dataset_freiburg3_long_office_household,fr3,vors-robust,0.0075539276,0.0033580407,0.4177612,0.0031460866,0.037400503,0.008019523,1.3945948,0.0065719266
traj1_frei_png,icl,fovis,0.09335679,0.007859188,0.20601082,0.0076895314,0.65826786,0.26986125,1.0569795,0.21844004
traj1_frei_png,icl,vors,0.013684983,0.0007952166,0.20246421,0.00034046787,0.08249959,0.0032393544,1.0247653,0.0014533658
traj1_frei_png,icl,still,0.0077261603,0.0077013415,0.2023615,0.007779589,0.18334611,0.19439895,1.0113603,0.19581208
traj1_frei_png,icl,vors-photo,0.008223514,0.0007466208,0.20239326,0.00033931973,0.014016045,0.0032540697,1.0239376,0.001515098
traj1_frei_png,icl,ocv-rgbd,0.009200199,0.002463214,0.2861547,0.0010887078,0.061514724,0.01795019,1.4469138,0.008449473
traj1_frei_png,icl,vors-huber,0.003030974,0.00066142133,0.20236124,0.00028834413,0.012253424,0.002355642,1.0239928,0.001071095
traj1_frei_png,icl,ocv-rgbd-icp,0.00021122547,0.00004965974,0.40473485,0.000021692731,0.0012149112,0.00030816506,1.6639857,0.00014011022
traj1_frei_png,icl,ocv-icp,0.0007746097,0.00003270184,0.40473598,0.000013020636,0.005504245,0.00020937792,1.6640283,0.000080716665
traj1_frei_png,icl,dvo,0.007659792,0.004221736,0.2861326,0.0012074821,0.16162862,0.09642716,0.91048986,0.022500902
traj1_frei_png,icl,vors-robust,0.0037847105,0.00056176196,0.20236753,0.00024858367,0.011819648,0.0024142028,1.0239581,0.0011437568
traj1_frei_png,icl,vors-norm,0.013975557,0.0009139321,0.20242845,0.0003823425,0.034243546,0.003941938,1.0239508,0.0018553904
rgbd_dataset_freiburg3_structure_notexture_far,fr3,ocv-icp,0.006352034,0.0056867274,0.3871867,0.005224473,0.17403734,0.17384163,1.192994,0.06986892
rgbd_dataset_freiburg3_structure_notexture_far,fr3,vors-huber,0.043465074,0.0054083,0.3877598,0.0032724794,0.17944242,0.011782762,1.2054787,0.007517775
rgbd_dataset_freiburg3_structure_notexture_far,fr3,vors,0.021926254,0.0053618453,0.38758925,0.0033537012,0.059485488,0.012568207,1.2042465,0.007412999
rgbd_dataset_freiburg3_structure_notexture_far,fr3,vors-robust,0.03807063,0.005119625,0.38762718,0.0031627282,0.13997485,0.010178314,1.2049048,0.006648758
rgbd_dataset_freiburg3_structure_notexture_far,fr3,dvo,0.03285144,0.004598745,0.38754448,0.0038694094,0.11756992,0.061482564,1.200113,0.028264215
rgbd_dataset_freiburg3_structure_notexture_far,fr3,ocv-rgbd,0.011024548,0.007880847,0.38749564,0.0041707736,0.058334414,0.045924954,1.1995622,0.019843634
rgbd_dataset_freiburg3_structure_notexture_far,fr3,still,0.006350732,0.0056798337,0.38718647,0.005207418,0.17405473,0.17384163,1.1929959,0.06986892
rgbd_dataset_freiburg3_structure_notexture_far,fr3,fovis,0.017732391,0.0086739035,0.3873494,0.004553034,0.09432154,0.057274893,1.2023346,0.022956349
rgbd_dataset_freiburg3_structure_notexture_far,fr3,vors-norm,0.038523536,0.006559405,0.38792998,0.0039600283,0.1360709,0.028314056,1.1924281,0.013659156
rgbd_dataset_freiburg3_structure_notexture_far,fr3,ocv-rgbd-icp,0.006352034,0.0056867274,0.3871867,0.005224473,0.17403734,0.17384163,1.192994,0.06986892
rgbd_dataset_freiburg3_structure_notexture_far,fr3,vors-photo,0.012537145,0.005227326,0.38760594,0.0032354256,0.06730312,0.016272804,1.2041374,0.0077709234
rgbd_dataset_freiburg3_sitting_xyz,fr3,vors-photo,0.007474687,0.0056034694,0.005250272,0.0038169746,0.014816611,0.009955875,0.009298524,0.006508131
rgbd_dataset_freiburg3_sitting_xyz,fr3,dvo,0.0065781893,0.0050224257,0.004958888,0.0036054484,0.025438951,0.020505177,0.012313086,0.009550369
rgbd_dataset_freiburg3_sitting_xyz,fr3,ocv-rgbd,0.0068009836,0.0048998403,0.0050422526,0.0036850397,0.034995407,0.024312977,0.015412993,0.011809331
rgbd_dataset_freiburg3_sitting_xyz,fr3,ocv-icp,0.0056383433,0.0047127698,0.008410072,0.006629907,0.14801607,0.14292386,0.0710268,0.058145974
rgbd_dataset_freiburg3_sitting_xyz,fr3,vors,0.00751447,0.0055835946,0.005193077,0.0038425163,0.01662744,0.011344651,0.010035127,0.0068524675
rgbd_dataset_freiburg3_sitting_xyz,fr3,vors-huber,0.008401169,0.0062042065,0.0053861067,0.0039544133,0.015544178,0.011345786,0.0092426045,0.006817775
rgbd_dataset_freiburg3_sitting_xyz,fr3,vors-norm,0.009043611,0.0059671686,0.0055340156,0.003930335,0.022854507,0.01120217,0.011659681,0.0063988385
rgbd_dataset_freiburg3_sitting_xyz,fr3,ocv-rgbd-icp,0.0056383433,0.0047127698,0.008410072,0.006629907,0.14801607,0.14292386,0.0710268,0.058145974
rgbd_dataset_freiburg3_sitting_xyz,fr3,vors-robust,0.008349758,0.0060955933,0.005379157,0.0039030726,0.014229924,0.011058387,0.00903412,0.0067087607
rgbd_dataset_freiburg3_sitting_xyz,fr3,still,0.00564179,0.00470516,0.008417365,0.006630365,0.14800951,0.14292386,0.07104703,0.058145974
rgbd_dataset_freiburg3_sitting_xyz,fr3,fovis,0.0071648005,0.004993469,0.0053145997,0.0037897471,0.03014371,0.021561818,0.016774856,0.010949442
rgbd_dataset_freiburg3_nostructure_texture_near_withloop,fr3,ocv-rgbd-icp,0.008936606,0.008126299,0.15557024,0.008041541,0.2484982,0.24934062,0.8426538,0.13122903
rgbd_dataset_freiburg3_nostructure_texture_near_withloop,fr3,still,0.008938726,0.008125906,0.1555693,0.008061059,0.24851021,0.24941526,0.84266937,0.13162072
rgbd_dataset_freiburg3_nostructure_texture_near_withloop,fr3,vors-huber,0.017893178,0.006859777,0.15567578,0.0071098036,0.052992903,0.012172875,0.85637397,0.011202487
rgbd_dataset_freiburg3_nostructure_texture_near_withloop,fr3,ocv-rgbd,0.008873716,0.006804462,0.21961322,0.007077,0.016771708,0.0136549305,1.1483572,0.012164557
rgbd_dataset_freiburg3_nostructure_texture_near_withloop,fr3,dvo,0.011125306,0.0066208118,0.3105547,0.006976008,0.057970926,0.028042339,1.199495,0.019075243
rgbd_dataset_freiburg3_nostructure_texture_near_withloop,fr3,fovis,0.00932381,0.007163538,0.2196403,0.007289687,0.016455822,0.01334918,1.2106273,0.012205738
rgbd_dataset_freiburg3_nostructure_texture_near_withloop,fr3,vors,0.009166709,0.0069296528,0.15555207,0.007179556,0.014960123,0.011616492,0.85586464,0.0109680025
rgbd_dataset_freiburg3_nostructure_texture_near_withloop,fr3,vors-photo,0.0091294665,0.0070056203,0.15545446,0.007188596,0.014767015,0.011987772,0.8560008,0.0109464
rgbd_dataset_freiburg3_nostructure_texture_near_withloop,fr3,vors-norm,0.0102598285,0.0070897066,0.15546148,0.007175788,0.015082593,0.011774993,0.8560307,0.010841852
rgbd_dataset_freiburg3_nostructure_texture_near_withloop,fr3,ocv-icp,0.008936606,0.008126299,0.15557024,0.008041541,0.2484982,0.24934062,0.8426538,0.13122903
rgbd_dataset_freiburg3_nostructure_texture_near_withloop,fr3,vors-robust,0.013840264,0.0068325694,0.15558149,0.007064949,0.043079384,0.011776043,0.85625523,0.011064044
rgbd_dataset_freiburg1_rpy,fr1,vors-photo,0.0074134613,0.004597013,0.47769594,0.007620692,0.03739613,0.023198117,1.5714309,0.041955784
rgbd_dataset_freiburg1_rpy,fr1,dvo,0.006744798,0.0044476823,0.47753888,0.0072155423,0.033340383,0.023223335,1.5303332,0.040689334
rgbd_dataset_freiburg1_rpy,fr1,fovis,0.008790997,0.005265774,0.47763517,0.0074633164,0.053816054,0.039300326,1.5473486,0.060335506
rgbd_dataset_freiburg1_rpy,fr1,vors-robust,0.008443149,0.0046922127,0.4777912,0.0075434344,0.042567316,0.024314318,1.5711347,0.04262898
rgbd_dataset_freiburg1_rpy,fr1,vors-norm,0.0075944187,0.0048224786,0.47760546,0.007542338,0.04087962,0.023789024,1.5699141,0.04464845
rgbd_dataset_freiburg1_rpy,fr1,ocv-rgbd,0.006745993,0.0044979155,0.4775724,0.0072560925,0.031728867,0.022735108,1.5340383,0.03869142
rgbd_dataset_freiburg1_rpy,fr1,vors,0.0074976366,0.0045672324,0.47765994,0.0075224363,0.036739133,0.02673192,1.5733308,0.041573554
rgbd_dataset_freiburg1_rpy,fr1,vors-huber,0.008834641,0.0047868905,0.47776672,0.0075113093,0.044021986,0.027065283,1.5714132,0.042438738
rgbd_dataset_freiburg1_rpy,fr1,ocv-icp,0.0036782632,0.0030149014,0.47692943,0.035947926,0.070332445,0.06252604,1.6264265,0.87043476
rgbd_dataset_freiburg1_rpy,fr1,still,0.003681447,0.0030364455,0.4774113,0.036802687,0.07030391,0.062429816,1.6534,0.869627
rgbd_dataset_freiburg1_rpy,fr1,ocv-rgbd-icp,0.0036782632,0.0030149014,0.47692943,0.035947926,0.070332445,0.06252604,1.6264265,0.87043476
rgbd_dataset_freiburg2_pioneer_slam3,fr2,dvo,0.075975955,0.0025690396,0.5605481,0.003199455,0.17032552,0.024045292,2.0139403,0.0134659
rgbd_dataset_freiburg2_pioneer_slam3,fr2,vors-photo,0.11216037,0.0033189345,0.52979785,0.0035033596,0.24170119,0.024243077,1.8506148,0.013327349
rgbd_dataset_freiburg2_pioneer_slam3,fr2,ocv-rgbd,0.024192052,0.0049146903,0.6067141,0.0038872769,0.11976546,0.050495427,2.4995863,0.026525177
rgbd_dataset_freiburg2_pioneer_slam3,fr2,vors-robust,0.08406427,0.0033388191,0.5282946,0.0034347654,0.28957668,0.024309652,1.8498057,0.015285213
rgbd_dataset_freiburg2_pioneer_slam3,fr2,ocv-icp,0.019214775,0.006491664,0.5273627,0.010550887,0.19125208,0.17785433,1.7866021,0.26937667
rgbd_dataset_freiburg2_pioneer_slam3,fr2,fovis,0.026992416,0.004105495,0.5602948,0.0036176376,0.10562282,0.04878317,2.0012362,0.01845851
rgbd_dataset_freiburg2_pioneer_slam3,fr2,still,0.01924211,0.0064529134,0.52800816,0.010512403,0.19162151,0.17849085,1.7844547,0.27402312
rgbd_dataset_freiburg2_pioneer_slam3,fr2,ocv-rgbd-icp,0.019214775,0.006491664,0.5273627,0.010550887,0.19125208,0.17785433,1.7866021,0.26937667
rgbd_dataset_freiburg2_pioneer_slam3,fr2,vors-norm,0.12972821,0.0036540022,0.5288205,0.0035368116,0.44292232,0.030197408,1.8530449,0.014469211
rgbd_dataset_freiburg2_pioneer_slam3,fr2,vors-huber,0.101953715,0.003336921,0.52872956,0.003470737,0.27487123,0.027548345,1.8484035,0.01593227
rgbd_dataset_freiburg2_pioneer_slam3,fr2,vors,0.101992965,0.0034434972,0.5285833,0.0034597933,0.20030804,0.031177986,1.8489145,0.013820288
rgbd_dataset_freiburg2_pioneer_360,fr2,vors-norm,0.1472737,0.0091380775,0.5773904,0.009320338,0.48698816,0.035518266,1.3000997,0.025145251
rgbd_dataset_freiburg2_pioneer_360,fr2,vors-robust,0.14178526,0.008749411,0.5775258,0.00940632,0.47850186,0.07883947,1.2929019,0.034950484
rgbd_dataset_freiburg2_pioneer_360,fr2,dvo,0.12827764,0.0073524294,0.6169933,0.008963883,0.46363127,0.033533197,1.4405065,0.029510507
rgbd_dataset_freiburg2_pioneer_360,fr2,still,0.028697176,0.016085843,0.57545173,0.01636159,0.24487682,0.28057635,1.278531,0.20786643
rgbd_dataset_freiburg2_pioneer_360,fr2,vors,0.13805924,0.009085998,0.5774666,0.009271091,0.46982732,0.100223,1.2978166,0.035420958
rgbd_dataset_freiburg2_pioneer_360,fr2,fovis,0.046076268,0.015438889,0.61526805,0.010288789,0.16135904,0.091319546,1.4304812,0.03284112
rgbd_dataset_freiburg2_pioneer_360,fr2,ocv-icp,0.02872196,0.016085843,0.5754509,0.016301792,0.24501574,0.28082737,1.2777323,0.20879526
rgbd_dataset_freiburg2_pioneer_360,fr2,ocv-rgbd-icp,0.02872196,0.016085843,0.5754509,0.016301792,0.24501574,0.28082737,1.2777323,0.20879526
rgbd_dataset_freiburg2_pioneer_360,fr2,ocv-rgbd,0.043868724,0.012805322,0.5739395,0.0128656505,0.21109694,0.16079554,1.2812307,0.11776037
rgbd_dataset_freiburg2_pioneer_360,fr2,vors-photo,4.4939847,0.017540254,0.6494925,0.015879061,14.423607,0.28934136,1.4346755,0.19431692
rgbd_dataset_freiburg2_pioneer_360,fr2,vors-huber,0.101530805,0.008597945,0.575995,0.009449523,0.35992205,0.080586374,1.2918266,0.03654605
rgbd_dataset_freiburg2_360_hemisphere,fr2,vors-robust,0.1482862,0.008210074,0.60821366,0.0035097941,0.9951151,0.08850377,2.2888758,0.022826603
rgbd_dataset_freiburg2_360_hemisphere,fr2,dvo,0.07368568,0.0081918435,0.7525774,0.0031178633,0.71164507,0.096562855,3.0115702,0.025450068
rgbd_dataset_freiburg2_360_hemisphere,fr2,vors-norm,0.21204539,0.0086212335,0.61023223,0.0035654793,1.5626361,0.08791119,2.2846718,0.022204699
rgbd_dataset_freiburg2_360_hemisphere,fr2,fovis,0.02398145,0.0106630605,0.62244964,0.0038633842,0.13402437,0.08770067,2.5779188,0.020966304
rgbd_dataset_freiburg2_360_hemisphere,fr2,vors-huber,0.13321124,0.008923788,0.61071044,0.0036106384,0.9171517,0.10820761,2.3052409,0.024207603
rgbd_dataset_freiburg2_360_hemisphere,fr2,vors-photo,0.08010403,0.007807756,0.61043817,0.0034268347,0.44100294,0.06373524,2.331297,0.019619593
rgbd_dataset_freiburg2_360_hemisphere,fr2,ocv-rgbd,0.036602955,0.0077032065,0.5978954,0.01071453,0.23521376,0.15227145,2.2575886,0.19581263
rgbd_dataset_freiburg2_360_hemisphere,fr2,ocv-rgbd-icp,0.0069027035,0.005196136,0.58491874,0.013126828,0.1798205,0.1512854,2.217122,0.37034494
rgbd_dataset_freiburg2_360_hemisphere,fr2,vors,0.07416248,0.00806847,0.61068255,0.0035195302,0.52078974,0.080977395,2.3264945,0.021969154
rgbd_dataset_freiburg2_360_hemisphere,fr2,ocv-icp,0.0069027035,0.005196136,0.58491874,0.013126828,0.1798205,0.1512854,2.217122,0.37034494
rgbd_dataset_freiburg2_360_hemisphere,fr2,still,0.006859048,0.0052161426,0.6099454,0.013031879,0.17993234,0.15159905,2.2301042,0.37236854
rgbd_dataset_freiburg3_cabinet,fr3,ocv-rgbd-icp,0.008364874,0.007695231,0.18879743,0.009229274,0.22619364,0.22629194,0.9491713,0.18012545
rgbd_dataset_freiburg3_cabinet,fr3,vors-huber,0.013679974,0.00646992,0.18888514,0.0058075967,0.078115456,0.043342434,0.9546642,0.030998645
rgbd_dataset_freiburg3_cabinet,fr3,fovis,0.011478513,0.007677221,0.26653334,0.0069475975,0.114669904,0.09650622,1.2175379,0.06701962
rgbd_dataset_freiburg3_cabinet,fr3,ocv-icp,0.008364874,0.007695231,0.18879743,0.009229274,0.22619364,0.22629194,0.9491713,0.18012545
